T_BME280_0_C;p_BME280_0_hPa;rH_BME280_0_%;T_BME280_1_C;p_BME280_1_hPa;rH_BME280_1_%;AccelX_mss;AccelY_mss;AccelZ_mss;GyroX_rads;GyroY_rads;GyroZ_rads;MagX_uT;MagY_uT;MagZ_uT;millis_ms;Jahr/Monat/Tag;Stunden:Minuten:Sekunden;f_lat;f_lon;f_altitude;f_kmph;Sateliten
22.38;1020.28;44.96;21.42;1020.54;47.75;0.24;0.19;-9.72;-0.42;-0.08;0.77;-36.44;35.01;21.97;360955;
22.36;1020.28;44.94;21.41;1020.53;47.77;0.24;0.21;-9.68;-0.42;-0.08;0.77;-35.01;34.30;21.28;366331;
22.34;1020.29;44.97;21.41;1020.57;47.77;0.25;0.17;-9.69;-0.42;-0.08;0.77;-35.01;36.08;20.25;371707;
22.33;1020.28;45.00;21.42;1020.56;47.77;0.26;0.18;-9.67;-0.42;-0.08;0.77;-33.58;32.87;20.59;377085;
22.34;1020.25;44.95;21.42;1020.56;47.65;0.24;0.18;-9.70;-0.42;-0.08;0.77;-35.91;34.83;22.48;382460;
22.33;1020.28;44.83;21.41;1020.59;47.58;0.25;0.19;-9.71;-0.42;-0.08;0.77;-35.91;34.12;21.45;387836;
22.31;1020.29;44.92;21.41;1020.53;47.64;0.25;0.17;-9.71;-0.42;-0.08;0.77;-34.66;34.30;20.25;393212;
22.28;1020.32;45.00;21.42;1020.56;47.63;0.25;0.19;-9.71;-0.42;-0.08;0.77;-36.44;35.01;20.59;398588;
22.27;1020.31;44.98;21.44;1020.59;47.50;0.25;0.19;-9.70;-0.42;-0.08;0.77;-34.48;35.19;21.11;403966;
22.26;1020.27;44.95;21.42;1020.58;47.48;0.25;0.18;-9.68;-0.42;-0.08;0.77;-36.08;34.30;22.65;409340;
22.25;1020.28;44.97;21.40;1020.56;47.63;0.25;0.19;-9.71;-0.42;-0.08;0.77;-35.01;33.58;20.94;414716;
22.21;1020.27;45.08;21.37;1020.58;47.57;0.26;0.19;-9.73;-0.42;-0.08;0.77;-36.08;34.66;21.28;420092;
22.21;1020.26;45.06;21.36;1020.56;47.56;0.24;0.16;-9.72;-0.42;-0.08;0.77;-37.16;34.66;21.62;425468;
22.18;1020.27;45.05;21.36;1020.58;47.51;0.25;0.18;-9.70;-0.42;-0.08;0.77;-36.62;34.83;20.76;429172;2020/01/25;20:29:47.00;53.14359;8.21980;1000000.00;5.19;255
22.18;1020.27;45.04;21.37;1020.58;47.56;0.25;0.21;-9.70;-0.42;-0.08;0.77;-34.30;35.01;19.91;430178;2020/01/25;20:29:48.00;53.14360;8.21985;1000000.00;6.52;255
22.17;1020.28;45.04;21.37;1020.56;47.50;0.26;0.19;-9.71;-0.42;-0.08;0.77;-35.37;35.73;21.28;431173;2020/01/25;20:29:49.00;53.14361;8.21992;1000000.00;4.63;255
22.18;1020.28;45.01;21.37;1020.54;47.46;0.26;0.18;-9.71;-0.42;-0.08;0.77;-36.08;33.58;21.28;436711;
22.17;1020.27;45.02;21.37;1020.57;47.48;0.25;0.19;-9.71;-0.42;-0.08;0.77;-36.62;34.12;20.42;442088;
22.15;1020.25;45.04;21.37;1020.57;47.42;0.24;0.19;-9.70;-0.42;-0.08;0.77;-36.62;34.83;21.45;447465;
22.15;1020.25;45.06;21.39;1020.56;47.46;0.23;0.18;-9.72;-0.42;-0.08;0.77;-35.01;34.30;21.97;452842;
22.17;1020.25;45.12;21.40;1020.56;47.49;0.25;0.19;-9.69;-0.42;-0.08;0.77;-36.80;34.30;21.62;458219;
22.16;1020.27;45.15;21.40;1020.56;47.60;0.25;0.19;-9.71;-0.42;-0.08;0.77;-37.16;35.73;21.28;463598;
22.16;1020.26;45.15;21.38;1020.52;47.51;0.24;0.19;-9.68;-0.42;-0.08;0.77;-35.55;34.83;21.45;468975;
22.16;1020.23;45.16;21.40;1020.58;47.54;0.25;0.19;-9.69;-0.42;-0.08;0.77;-35.55;33.41;21.79;474353;
22.16;1020.26;45.17;21.38;1020.52;47.52;0.24;0.19;-9.72;-0.42;-0.08;0.77;-36.26;33.41;20.76;479730;
22.15;1020.27;45.17;21.38;1020.55;47.54;0.24;0.18;-9.66;-0.42;-0.08;0.77;-35.01;34.66;20.59;480173;2020/01/25;20:30:38.00;53.14364;8.21987;1000000.00;6.54;255
22.15;1020.29;45.17;21.38;1020.54;47.54;0.26;0.19;-9.67;-0.42;-0.08;0.77;-35.73;34.66;21.28;481185;2020/01/25;20:30:39.00;53.14363;8.21983;1000000.00;7.89;255
22.15;1020.26;45.18;21.36;1020.57;47.55;0.25;0.20;-9.68;-0.42;-0.08;0.77;-36.62;34.48;20.42;482171;2020/01/25;20:30:40.00;53.14361;8.21974;1000000.00;8.54;255
22.14;1020.25;45.19;21.36;1020.56;47.56;0.24;0.17;-9.72;-0.42;-0.08;0.77;-35.55;34.48;22.82;483170;2020/01/25;20:30:41.00;53.14360;8.21969;1000000.00;5.57;255
22.14;1020.26;45.19;21.37;1020.57;47.62;0.24;0.18;-9.71;-0.42;-0.08;0.77;-35.55;35.55;22.82;484177;2020/01/25;20:30:42.00;53.14360;8.21969;1000000.00;7.48;255
22.14;1020.28;45.20;21.37;1020.55;47.58;0.26;0.18;-9.67;-0.42;-0.08;0.77;-38.05;34.83;20.76;485172;2020/01/25;20:30:43.00;53.14359;8.21970;1000000.00;3.17;255
22.13;1020.26;45.23;21.38;1020.58;47.55;0.24;0.18;-9.69;-0.42;-0.08;0.77;-36.62;34.48;21.45;489172;2020/01/25;20:30:47.00;53.14358;8.21967;1000000.00;6.76;255
22.13;1020.26;45.23;21.35;1020.59;47.56;0.25;0.19;-9.70;-0.42;-0.08;0.77;-37.16;33.94;21.97;490171;2020/01/25;20:30:48.00;53.14358;8.21971;1000000.00;6.32;255
22.13;1020.27;45.21;21.34;1020.56;47.56;0.25;0.19;-9.71;-0.42;-0.08;0.77;-36.80;33.94;21.28;491168;2020/01/25;20:30:49.00;53.14359;8.21974;1000000.00;3.43;255
22.11;1020.26;45.29;21.35;1020.54;47.65;0.25;0.19;-9.68;-0.42;-0.08;0.77;-35.73;33.94;21.97;496707;
22.10;1020.26;45.35;21.34;1020.56;47.66;0.26;0.18;-9.71;-0.42;-0.08;0.77;-35.73;34.66;20.94;502084;
22.08;1020.27;45.37;21.33;1020.57;47.75;0.25;0.19;-9.72;-0.42;-0.08;0.77;-36.26;33.76;20.76;507461;
22.09;1020.26;45.37;21.32;1020.57;47.80;0.25;0.19;-9.68;-0.42;-0.08;0.77;-36.44;35.73;21.97;512838;
22.09;1020.24;45.39;21.34;1020.57;47.76;0.25;0.19;-9.68;-0.42;-0.08;0.77;-35.55;34.48;20.76;518215;
22.10;1020.25;45.44;21.34;1020.57;47.78;0.24;0.20;-9.70;-0.42;-0.08;0.77;-35.01;34.66;21.62;523592;
22.09;1020.26;45.44;21.33;1020.59;47.84;0.25;0.19;-9.67;-0.42;-0.08;0.77;-36.80;33.94;22.31;528969;
22.08;1020.26;45.42;21.32;1020.52;47.79;0.26;0.19;-9.70;-0.42;-0.08;0.77;-34.66;33.23;21.97;534346;
22.08;1020.28;45.43;21.32;1020.57;47.79;0.25;0.17;-9.73;-0.42;-0.08;0.77;-36.44;33.94;21.28;539723;
